N_ratio,P_ratio,K_ratio,Soil_pH,Temperature_C,Humidity_pct,Rainfall_mm,Yield_ton_per_ha
47.27,47.83,54.0,7.09,28.7,62.6,249.8,84.19
32.32,9.36,9.52,5.92,16.9,33.8,579.2,54.91
80.19,38.76,47.94,6.98,31.4,50.0,1382.1,143.81
37.78,17.47,24.95,7.4,34.8,83.0,751.0,72.25
141.9,103.25,35.36,5.53,22.5,61.9,1448.8,193.69
70.42,52.22,157.77,6.38,25.1,56.2,477.6,165.79
148.23,53.68,48.99,6.8,23.9,45.9,1496.7,169.63
53.34,26.3,9.85,6.9,32.9,45.0,1106.9,84.17
27.35,39.78,19.77,5.85,15.2,44.2,1209.3,82.33
65.16,27.62,98.01,7.44,28.1,79.8,715.9,129.41
80.47,89.71,61.73,6.73,28.0,89.1,1379.1,173.41
80.35,55.31,140.44,5.83,22.6,62.1,909.1,180.93
70.25,116.36,86.89,5.54,19.4,34.8,1085.2,175.68
31.68,31.71,25.41,7.07,19.8,75.1,323.3,59.99
120.96,58.98,118.96,5.66,31.0,82.6,1021.2,184.07
47.7,15.23,26.27,5.78,16.3,85.9,1342.8,88.44
76.77,61.46,121.78,6.65,26.3,67.7,431.8,153.54
49.35,137.67,9.69,6.71,21.1,60.4,1159.0,142.11
99.29,94.99,25.31,6.87,20.3,67.2,233.0,123.61
102.52,61.31,37.17,6.29,25.1,30.8,1404.1,143.42
88.52,76.38,102.5,7.05,33.0,69.3,1477.8,194.31
99.84,77.07,32.39,7.45,27.4,72.6,660.4,132.3
116.73,109.59,35.87,6.04,30.8,73.3,339.2,148.44
23.94,32.49,32.17,6.91,27.0,63.8,1056.1,85.88
212.89,42.12,11.7,7.36,29.0,72.0,238.8,143.13
133.47,102.8,61.93,6.87,23.6,68.3,827.2,174.97
156.71,39.8,18.89,6.86,33.5,36.9,553.3,129.16
133.43,112.25,48.43,5.95,25.0,83.9,815.3,171.46
39.5,18.65,46.85,6.57,26.0,67.4,223.8,65.0
104.66,133.97,18.67,6.63,25.5,73.7,267.1,131.59
55.51,4.71,32.08,6.9,21.3,50.6,220.8,54.64
40.47,77.11,61.42,7.49,19.6,85.2,1004.9,113.73
121.02,12.95,82.03,5.57,16.5,60.2,928.1,137.85
44.61,132.98,37.51,5.63,29.4,70.7,503.1,127.45
28.61,56.27,132.82,5.66,20.8,87.1,1040.6,150.09
56.56,32.8,40.84,6.99,22.8,85.0,1349.5,111.58
116.21,66.77,110.43,5.77,33.4,68.7,560.5,166.31
27.35,11.91,12.34,6.74,26.3,39.9,1281.6,67.57
99.28,56.96,48.96,6.15,16.9,87.0,1061.3,144.98
186.22,21.62,58.65,6.41,31.0,89.0,244.0,141.32
72.6,114.02,86.18,5.93,20.1,36.2,687.7,171.74
58.44,144.65,27.01,7.23,26.1,57.0,860.1,148.18
66.78,71.11,55.8,6.67,25.2,62.9,1151.2,129.95
75.41,56.04,32.85,7.39,19.8,35.5,573.3,98.13
47.56,31.57,83.27,6.65,17.3,41.4,1477.5,133.14
73.63,42.68,39.99,5.75,19.2,62.3,1089.9,118.38
83.48,68.62,72.9,5.84,16.9,87.8,684.7,138.57
106.4,39.4,87.01,7.48,20.5,31.7,326.1,130.86
69.42,30.34,78.93,6.95,34.9,84.7,435.8,108.88
122.39,80.51,32.31,5.6,23.0,83.9,833.9,143.32
93.9,74.65,13.56,6.91,32.3,81.4,843.1,124.75
35.62,13.36,25.32,6.32,26.0,52.7,1198.0,86.38
121.8,72.01,69.09,6.11,28.3,59.4,1144.0,171.28
228.14,27.11,12.35,5.81,18.1,54.2,461.7,152.58
62.87,12.89,40.85,7.18,20.5,86.9,973.4,96.73
87.8,23.01,135.79,5.63,25.2,61.3,226.8,132.54
106.28,32.83,38.68,6.08,32.6,34.8,718.1,119.02
49.78,7.95,23.27,6.11,15.9,46.4,1193.3,83.48
61.62,77.61,10.27,5.82,25.1,57.7,719.4,97.68
36.58,8.2,24.31,6.52,16.0,87.2,1286.3,69.85
98.7,60.47,87.43,5.52,24.1,64.1,1469.0,171.06
71.33,20.74,7.02,6.1,27.6,71.8,989.4,89.03
26.9,24.18,40.02,7.37,29.9,35.3,388.5,55.84
37.31,24.6,40.19,6.12,17.8,82.6,693.6,76.63
36.01,41.2,29.29,6.22,18.3,62.3,212.3,62.35
100.24,39.42,78.84,6.45,24.4,85.3,983.5,142.52
103.13,76.68,29.89,6.62,35.0,56.7,1268.0,151.4
36.29,29.08,16.92,7.12,22.1,71.0,1018.9,67.66
74.18,84.34,72.58,5.88,23.6,58.3,1221.9,162.88
86.14,29.92,21.24,7.24,23.6,38.6,1239.9,106.11
92.81,29.74,41.84,7.02,16.6,46.3,1306.3,126.52
16.26,22.14,42.8,6.95,30.5,34.0,546.7,66.61
146.18,29.39,51.64,5.67,20.1,56.4,1332.6,164.9
81.32,38.58,24.2,5.54,29.1,69.0,1050.3,109.21
138.9,14.38,54.72,6.69,24.5,44.6,576.6,118.89
37.46,29.62,89.72,7.23,27.2,59.4,1483.5,120.39
15.42,18.03,28.75,6.67,16.1,57.5,1435.2,83.75
101.89,63.1,60.91,5.93,32.8,62.0,946.8,145.12
37.4,71.41,79.29,5.68,19.9,41.1,1296.2,135.03
91.63,49.2,17.77,6.9,28.4,62.0,539.9,95.53
44.59,45.53,10.29,6.94,31.0,51.9,740.8,76.7
98.13,69.51,38.46,5.85,25.8,47.2,439.2,130.11
40.88,45.14,32.78,5.56,21.7,65.2,876.1,90.19
91.32,30.34,35.64,6.32,34.6,38.9,844.8,106.87
32.19,9.88,22.02,6.67,20.6,84.0,476.7,55.72
106.83,64.86,72.52,6.91,34.0,86.1,1074.6,148.67
31.35,24.97,16.18,7.12,18.1,69.6,353.1,50.41
81.4,93.37,97.94,6.72,22.8,48.2,280.2,147.54
40.84,191.69,34.37,5.72,17.8,67.6,700.4,156.65
139.35,106.22,47.23,6.87,15.0,66.1,732.8,164.2
152.87,31.74,92.49,7.47,20.2,53.5,615.7,160.33
202.48,28.77,61.65,7.31,16.7,47.2,535.3,163.85
65.2,38.75,167.85,7.24,34.7,40.1,640.4,157.27
55.16,16.83,6.1,6.1,30.2,43.0,412.4,55.45
32.47,38.6,88.34,7.0,15.1,69.2,724.5,94.77
39.41,14.79,14.81,7.2,19.5,83.2,1376.0,90.56
84.3,79.39,22.6,6.86,28.4,53.1,491.8,96.45
101.85,23.16,57.39,6.0,23.0,37.3,1089.8,127.75
146.45,29.63,104.43,7.41,31.6,30.8,384.3,157.27
147.7,83.96,60.73,6.4,25.1,54.4,660.1,168.18
48.62,27.15,39.13,5.76,28.1,44.0,617.5,80.4
96.64,26.68,72.29,5.72,26.9,49.4,1418.1,148.9
108.5,24.89,32.71,6.8,27.8,44.5,756.4,105.01
85.7,63.93,37.07,6.38,19.6,69.8,1097.6,121.32
118.83,25.33,38.74,5.69,22.5,68.3,983.2,122.78
138.36,69.03,71.11,6.98,16.0,84.7,383.3,140.35
75.77,68.96,129.27,7.1,26.8,72.0,1421.4,180.62
45.08,16.08,19.53,6.95,24.2,39.9,649.6,61.98
56.27,58.08,21.95,5.9,30.2,75.1,258.2,82.39
109.01,48.0,81.19,6.88,19.1,40.9,590.6,147.09
136.36,51.67,32.97,5.52,23.7,63.5,636.3,135.82
135.55,51.23,21.02,6.11,18.6,34.6,320.6,118.95
124.09,154.18,20.23,6.3,27.3,32.8,1006.0,181.26
36.4,46.49,51.31,7.17,32.0,57.9,650.8,89.97
113.04,42.05,23.71,6.28,30.3,36.3,1017.9,123.06
192.94,74.82,27.04,5.52,33.9,48.4,208.8,159.8
108.96,102.33,12.6,6.2,34.4,50.3,1476.7,160.91
73.12,93.62,45.46,6.5,30.4,76.2,421.7,126.44
22.66,35.68,30.36,7.4,20.7,50.0,1057.1,83.3
59.21,15.18,37.31,7.38,19.4,59.7,1130.5,100.04
86.24,14.78,43.38,5.86,24.0,76.4,423.1,91.07
94.8,17.99,53.41,5.87,34.9,42.3,345.2,102.05
81.43,52.9,39.97,5.83,23.3,78.3,398.4,109.55
35.48,89.22,150.8,7.08,19.0,79.9,520.9,160.78
19.25,13.19,44.36,5.51,33.9,89.3,418.7,55.95
38.56,25.47,48.06,5.75,22.7,56.6,1076.2,87.66
33.03,29.26,23.61,6.58,28.8,52.2,747.1,68.73
155.37,58.76,19.67,6.0,30.8,72.1,899.1,145.89
131.52,143.69,17.39,5.68,31.9,33.5,261.5,161.12
110.1,81.33,82.07,6.22,31.4,32.4,1319.6,185.06
92.47,56.11,82.22,6.05,31.7,50.1,421.7,132.36
34.96,5.93,14.51,6.52,28.4,73.8,668.2,51.59
76.73,25.8,34.27,7.46,23.1,37.0,293.5,68.57
132.31,45.8,87.78,5.75,28.3,68.1,377.8,147.1
70.67,86.32,56.31,6.25,31.7,46.2,1065.5,160.64
45.76,29.77,26.87,7.36,22.0,69.1,1100.4,94.22
57.08,71.79,37.73,7.25,20.9,57.4,1080.1,126.54
53.49,11.92,6.59,6.29,21.9,36.9,917.8,70.35
44.64,23.26,112.3,6.9,26.0,44.8,1438.3,143.08
49.09,54.65,171.56,5.68,16.0,43.2,859.3,164.91
38.42,11.69,9.59,6.93,30.6,39.9,784.2,55.43
85.93,69.7,47.87,7.45,17.8,58.1,521.8,128.4
46.63,48.84,12.83,6.57,17.7,87.3,328.5,62.09
194.35,59.74,43.51,6.5,19.0,69.5,912.6,182.43
24.24,28.13,13.94,5.87,26.5,80.2,609.4,65.64
115.62,50.63,38.04,6.77,20.7,88.9,881.2,137.56
49.81,37.95,26.35,6.68,22.4,62.4,468.0,74.28
102.86,48.42,119.32,6.8,33.6,44.3,1289.6,187.1
41.03,25.79,13.68,5.55,31.9,85.7,1499.6,92.7
85.21,26.2,45.89,6.6,32.0,71.9,619.1,102.95
47.88,27.92,20.5,6.69,26.6,87.5,1295.0,96.02
154.94,53.23,41.72,5.92,32.3,69.1,1334.9,167.05
36.39,71.37,30.14,5.92,30.6,76.5,1494.9,112.72
39.25,13.53,43.92,6.05,34.1,83.4,645.5,73.36
139.36,45.9,46.24,6.92,16.3,75.6,1182.9,151.23
113.35,48.23,92.72,6.71,15.6,63.8,497.5,137.91
93.12,25.99,46.48,7.19,18.5,58.3,1012.2,117.02
71.09,32.05,41.56,6.09,33.6,79.4,1116.3,109.85
127.69,48.06,32.25,7.32,27.1,76.3,1163.5,139.56
98.33,68.62,45.85,6.99,23.5,52.0,469.3,125.1
103.55,52.09,59.56,6.29,25.3,59.9,1303.3,147.02
36.82,70.16,11.92,5.69,31.6,68.1,747.3,93.99
156.04,51.72,77.54,6.01,33.6,31.7,481.3,172.71
35.8,46.13,21.47,7.41,29.6,44.9,905.3,88.29
96.59,4.76,42.15,6.12,30.2,45.0,1322.4,115.32
73.06,22.89,24.95,6.16,21.4,83.0,1457.2,110.5
69.91,73.56,139.33,5.88,24.3,49.9,1172.7,178.1
55.88,68.89,132.33,7.11,32.7,62.7,207.3,144.64
80.38,45.23,127.19,6.05,30.7,79.9,375.1,147.4
16.82,7.41,26.97,6.16,28.7,45.6,299.2,44.25
92.37,29.52,99.6,6.33,16.3,37.4,331.6,122.11
34.76,34.39,38.45,6.37,15.8,86.9,697.9,81.43
113.0,128.44,50.45,6.32,17.6,72.3,640.0,171.13
115.26,42.59,24.85,6.51,26.6,40.6,347.8,108.42
104.94,71.11,15.15,7.13,25.7,79.2,1346.9,141.6
88.94,27.72,22.44,7.14,33.9,77.2,1000.1,100.97
97.59,50.15,36.46,7.1,28.9,80.3,1235.4,137.02
108.96,84.59,43.85,5.7,20.9,46.6,683.0,141.97
31.41,95.96,63.13,7.1,18.2,56.9,733.3,114.47
80.51,90.88,38.91,5.74,32.0,71.6,612.9,126.4
110.48,23.15,34.46,5.75,24.2,53.4,770.0,114.15
77.89,71.47,79.74,7.4,28.1,34.2,993.5,147.56
154.53,75.42,44.95,7.14,26.3,38.2,840.9,165.07
30.45,12.94,19.41,6.6,17.1,65.8,1289.3,63.1
29.62,17.06,30.12,7.25,16.1,52.5,1370.2,88.18
84.92,19.17,117.31,7.48,22.5,30.3,810.6,134.01
82.81,50.86,10.73,6.72,22.2,76.0,511.7,92.29
26.59,72.45,21.36,6.73,28.5,55.0,1428.8,106.42
62.95,23.57,8.09,7.01,27.6,48.8,1155.6,88.82
72.04,69.74,51.41,5.96,34.4,72.8,1032.2,135.69
77.55,31.44,27.91,5.83,32.2,57.3,1169.0,108.94
111.92,32.24,32.84,7.02,24.9,71.7,298.8,103.84
110.5,40.28,138.82,6.19,25.0,30.8,287.9,158.53
128.92,101.73,8.95,5.77,28.5,30.6,399.1,130.61
117.33,19.91,111.76,6.13,17.3,63.6,391.7,145.74
34.67,22.85,23.48,6.22,35.0,88.9,746.9,77.5
32.93,63.57,34.7,7.43,25.4,46.3,404.6,78.42
40.89,15.74,19.98,6.9,33.2,71.0,1310.9,76.53
193.13,54.85,44.12,6.56,34.3,40.3,951.5,187.72
124.92,56.38,39.19,7.44,26.6,48.7,678.7,130.57
36.32,6.99,11.48,7.31,17.1,34.7,290.5,46.01
38.76,84.22,45.92,6.52,26.5,82.8,968.3,124.62
45.53,13.27,57.09,7.31,27.0,48.6,351.5,73.1
60.93,59.35,64.71,6.31,30.8,43.8,1166.2,132.77
32.16,38.54,23.99,5.96,16.0,73.8,1243.6,82.89
40.0,5.54,18.66,5.97,24.3,42.0,907.2,64.51
54.55,49.65,26.6,6.82,33.5,44.4,394.5,86.39
24.87,49.73,49.3,6.5,34.8,36.2,1222.9,107.41
111.56,62.42,55.22,6.82,18.8,87.8,600.2,139.43
65.45,90.68,12.47,6.87,32.4,44.9,489.4,110.76
61.17,25.16,36.47,5.54,17.9,89.7,811.7,89.09
90.86,52.35,49.39,5.61,31.8,40.6,1399.4,158.75
42.89,18.72,6.19,6.57,20.5,31.2,586.6,57.84
88.43,27.79,99.38,5.88,34.2,83.7,1377.3,157.95
44.45,25.59,16.77,6.77,28.9,64.8,269.7,59.23
53.1,31.7,35.1,6.6,23.0,51.1,308.6,75.83
55.57,48.77,16.17,6.67,20.6,60.8,1108.1,99.61
90.74,24.66,51.09,6.1,19.7,45.6,447.8,105.85
84.79,148.12,55.39,6.78,28.6,68.1,611.6,155.69
76.87,3.56,50.77,7.16,32.9,67.0,377.3,82.28
49.96,38.25,32.09,7.5,30.1,34.8,631.9,76.89
17.85,41.87,32.48,7.18,31.7,84.6,564.6,76.2
55.62,25.22,67.16,6.61,30.6,57.6,1157.2,107.79
58.7,22.51,14.29,5.89,34.6,41.7,1112.6,84.1
60.12,10.7,13.57,6.86,30.2,48.4,1441.4,88.15
164.01,42.94,57.35,7.38,19.2,82.0,1141.7,164.18
30.52,14.32,18.36,5.92,30.8,53.0,1103.3,69.34
120.46,27.81,79.43,6.01,21.4,63.7,1102.5,140.72
39.57,27.63,33.41,5.8,34.9,86.9,1347.9,105.35
16.76,32.04,4.1,6.97,22.5,69.1,585.1,50.61
145.11,37.37,66.32,6.31,20.9,70.5,590.1,142.47
110.55,59.06,55.99,5.63,19.8,44.9,1163.6,154.53
91.79,30.14,11.68,7.25,28.2,70.1,497.3,88.98
22.14,8.57,39.09,6.62,17.2,53.6,1385.6,75.2
77.83,21.1,41.27,6.16,34.1,84.7,895.2,107.31
34.83,33.09,27.37,6.19,20.9,37.8,590.2,68.47
75.88,37.13,170.09,6.08,20.9,47.1,1208.9,187.66
72.24,87.86,22.3,6.41,15.9,34.0,606.0,110.13
96.79,103.32,90.89,6.17,19.9,52.9,1452.3,186.29
75.0,54.67,8.14,6.6,23.4,38.9,1477.9,122.8
116.18,33.32,39.6,7.05,22.4,80.7,1066.8,129.88
66.84,11.88,18.77,6.85,20.5,85.5,347.7,63.16
78.95,40.96,132.19,6.09,15.8,70.2,542.2,146.81
40.3,4.39,15.61,6.56,21.0,36.2,870.0,55.54
114.27,66.43,43.21,7.18,30.6,50.5,1306.9,155.82
67.72,41.05,39.13,5.64,23.8,87.9,440.4,89.25
72.52,29.14,92.94,5.66,20.8,38.2,335.7,109.56
62.29,101.7,34.11,6.61,21.1,63.4,296.8,118.42
120.61,35.56,71.53,6.78,26.1,51.2,859.1,140.96
45.47,39.39,16.24,5.92,21.0,89.9,1350.1,91.13
38.26,66.9,77.64,6.99,27.6,47.1,255.1,111.57
79.43,61.5,15.78,6.79,34.8,32.9,476.0,94.66
41.36,17.6,61.54,7.35,15.8,72.1,1101.2,96.77
50.45,97.42,26.03,5.84,18.4,49.6,1273.6,132.26
116.03,125.05,46.92,7.0,18.6,69.5,1249.6,188.6
161.91,76.77,48.52,5.67,23.9,36.3,1220.6,177.97
46.47,45.98,27.25,6.63,15.8,61.4,368.7,70.49
58.75,105.01,107.34,6.6,24.6,52.5,716.4,153.24
126.39,45.19,97.62,6.28,33.6,62.2,1480.2,189.89
32.0,40.76,39.63,7.19,15.2,81.2,1485.6,109.05
80.59,83.45,35.67,5.51,22.3,88.4,983.2,138.84
83.07,45.11,139.32,6.54,30.2,75.2,1122.0,173.33
83.04,49.16,46.5,5.93,18.1,76.0,1436.7,134.91
85.86,27.67,28.87,6.99,16.6,61.7,784.9,95.26
127.58,46.77,38.34,5.59,27.6,35.8,377.9,115.59
32.64,38.94,21.52,7.16,15.2,70.0,1069.6,84.28
34.97,12.78,42.65,7.18,31.0,38.9,1448.1,89.99
122.33,69.27,66.6,7.17,16.3,44.7,1106.4,155.32
16.64,10.33,33.54,5.81,25.5,72.5,1244.3,79.25
99.82,75.37,75.71,6.76,29.8,69.4,749.6,150.81
56.64,30.38,35.59,5.53,19.8,48.9,325.4,76.24
84.27,71.57,14.96,7.2,17.1,76.3,419.5,100.68
102.2,41.3,42.4,6.95,18.5,86.4,1477.5,146.64
58.13,155.85,27.82,6.56,32.1,62.7,841.1,145.19
92.6,59.3,119.1,6.96,29.1,70.7,215.6,151.6
113.87,106.34,30.89,5.69,19.0,46.3,1442.0,172.38
90.73,65.23,37.13,6.56,29.3,88.2,847.1,130.1
30.22,89.25,17.53,6.08,29.2,46.4,1287.1,110.93
53.86,31.61,96.13,7.45,35.0,83.2,913.0,123.33
36.01,7.3,14.19,7.21,22.8,85.7,332.2,47.87
85.01,11.73,14.46,6.97,32.3,73.2,1000.2,88.32
48.64,43.87,48.99,7.37,23.9,78.7,1496.6,117.79
68.55,40.99,20.36,6.19,33.0,57.5,245.2,77.69
39.11,21.52,13.17,7.3,16.8,85.2,1294.3,71.85
36.0,21.8,4.9,6.15,18.5,74.6,506.1,48.89
73.24,42.7,39.26,6.97,32.0,49.6,712.0,104.32
29.83,21.78,17.08,6.97,31.4,32.1,684.5,64.6
54.58,56.38,10.63,5.54,21.1,62.4,1368.4,103.44
97.02,40.61,31.06,6.22,26.9,80.4,855.8,105.98
43.01,20.91,38.58,5.54,22.7,81.6,781.3,79.39
47.59,9.45,12.87,7.49,15.2,80.1,1263.4,73.51
47.11,24.57,86.31,5.74,15.5,42.9,263.6,84.07
29.03,57.6,75.48,6.59,16.1,55.6,312.4,95.26
163.82,88.75,26.33,7.08,26.9,66.8,228.2,153.49
23.22,34.83,23.95,5.9,20.6,70.1,1094.4,81.0
50.95,81.44,71.31,6.47,17.9,50.1,883.3,133.81
53.98,34.53,41.38,6.71,33.8,71.6,1338.8,115.55
27.69,9.12,44.09,5.82,17.4,65.5,848.1,71.05
65.13,30.71,52.46,7.06,28.5,64.0,488.4,104.62
115.8,26.65,14.56,6.1,32.9,69.8,1246.7,129.85
56.99,27.38,56.53,5.92,18.3,66.2,582.6,92.77
55.22,4.15,182.03,6.62,19.3,40.0,1416.4,158.42
63.42,35.23,161.16,6.32,26.5,82.5,525.6,160.32
23.1,33.89,30.21,7.34,25.2,44.4,418.0,59.84
33.91,35.89,22.2,7.26,25.4,74.7,841.3,79.45
75.47,66.3,13.53,6.47,26.1,40.6,265.7,93.2
58.98,35.8,35.21,6.22,34.0,69.7,247.3,78.64
147.29,82.07,25.54,6.15,16.1,83.7,844.8,153.61
101.21,84.59,113.4,6.04,30.2,30.6,479.6,168.3
41.22,25.66,28.42,6.59,19.7,88.8,212.2,44.55
98.3,43.71,98.59,7.11,22.5,31.8,584.9,136.51
80.13,21.07,100.6,6.12,16.8,30.7,820.6,126.42
112.8,59.03,39.27,5.88,23.9,81.5,712.6,131.96
82.01,20.6,13.49,6.45,31.1,72.5,376.1,78.52
45.86,11.05,17.39,5.64,17.0,36.3,953.6,66.28
64.69,36.2,84.91,6.9,20.5,86.2,1123.4,134.11
114.7,66.16,22.54,6.54,22.5,70.3,1078.2,137.4
90.44,32.4,167.96,6.49,17.1,36.7,711.9,168.37
57.32,106.95,54.53,6.1,30.2,81.6,378.9,127.07
33.39,55.71,71.81,7.31,30.7,58.9,849.3,115.74
201.65,63.7,33.15,5.68,31.7,46.7,1357.6,195.15
62.51,63.24,17.55,7.24,26.7,79.5,809.3,103.09
25.07,25.55,39.98,6.25,25.1,74.3,454.4,67.68
57.42,98.11,48.97,7.26,20.3,67.4,321.0,118.66
66.57,28.12,21.91,6.96,28.1,83.9,1427.1,103.39
159.11,38.94,82.55,5.71,23.9,81.7,1165.9,177.66
60.83,31.19,64.99,7.16,34.4,43.6,606.9,106.51
27.68,51.88,7.84,6.86,34.4,82.7,584.0,67.42
16.79,35.9,32.7,5.56,33.1,52.4,1363.8,86.34
142.87,24.14,45.39,5.77,22.2,55.9,430.8,123.79
65.17,28.53,47.8,6.77,22.4,88.3,895.5,105.98
93.23,32.29,15.39,6.83,32.1,75.6,1127.6,115.27
92.31,43.87,66.92,6.99,29.6,49.3,715.3,134.03
44.61,40.14,20.65,6.94,29.1,68.9,251.9,66.24
40.96,27.3,18.14,6.82,20.6,62.4,496.1,64.11
103.09,78.0,33.21,7.03,31.7,37.0,1372.4,160.19
26.95,10.83,13.53,6.65,26.6,83.3,880.1,54.18
139.29,79.73,57.78,6.02,23.9,79.3,1260.1,185.87
26.6,33.88,35.22,7.32,32.3,76.7,922.4,85.47
44.82,40.98,76.2,5.54,22.9,63.5,1426.7,131.89
33.51,34.38,35.0,6.23,28.1,43.3,1381.9,90.08
61.59,28.86,14.15,6.96,24.3,83.0,827.8,79.25
164.13,54.63,40.04,6.35,26.9,51.2,613.8,150.11
98.53,57.55,40.22,5.55,15.8,31.2,982.2,137.89
31.61,20.66,75.64,5.63,24.2,88.9,1077.4,96.69
44.05,13.3,55.45,6.8,26.1,81.7,847.9,81.73
32.38,36.68,34.15,7.43,24.9,67.4,1269.0,88.57
53.38,85.39,49.83,6.6,31.9,30.7,438.3,111.96
126.77,83.21,22.72,6.51,21.2,43.7,634.7,141.65
22.62,47.01,43.77,6.14,32.7,57.1,1092.3,105.19
37.26,61.98,33.86,6.01,23.1,67.7,520.7,84.88
63.02,81.16,85.92,5.54,28.9,72.5,771.8,140.19
22.98,103.91,107.41,6.05,16.7,77.3,1452.9,171.87
74.6,10.49,16.71,6.4,19.0,63.3,1013.6,93.67
71.87,17.99,55.74,5.9,30.2,69.4,1433.8,113.06
107.15,98.18,62.16,5.67,15.2,78.7,1139.2,168.38
108.39,82.09,44.52,6.94,34.4,73.2,1142.1,159.72
45.93,37.74,6.94,7.29,18.8,87.3,969.4,79.08
50.55,19.84,76.11,7.37,33.0,82.5,384.9,102.48
221.3,19.6,52.4,6.74,25.3,40.2,875.6,175.22
69.16,36.77,75.37,5.61,26.3,86.8,528.5,106.03
112.96,78.97,37.87,6.98,16.7,42.3,1498.3,159.32
24.83,27.22,20.94,5.72,22.3,89.5,547.1,62.82
57.31,167.9,32.89,6.84,18.1,72.1,499.9,147.6
56.24,88.37,56.59,7.06,25.5,67.7,1011.0,144.04
47.03,23.11,23.76,6.95,26.0,49.5,864.2,81.31
50.89,45.44,48.76,7.4,29.2,38.0,227.8,81.83
22.55,32.16,16.1,6.98,32.6,37.6,368.4,57.29
107.37,102.48,34.44,6.89,24.4,82.0,1254.4,170.67
157.49,40.94,37.76,6.02,19.7,55.9,828.8,154.2
80.04,63.78,28.78,7.35,21.7,63.6,389.8,95.32
59.05,58.37,45.59,5.86,31.9,85.9,804.8,113.43
90.89,37.39,37.62,7.31,17.9,45.3,529.1,96.83
23.81,16.15,19.44,6.13,27.5,75.8,490.7,48.44
58.93,17.92,65.25,5.76,15.3,58.2,1445.0,116.29
48.05,11.03,23.02,7.15,19.9,42.8,670.6,66.56
60.68,21.81,13.71,5.5,26.8,81.2,260.4,63.67
120.29,56.13,114.09,7.16,24.1,70.8,1461.4,190.89
67.81,14.15,33.43,6.02,24.9,35.7,1233.3,105.77
106.63,51.96,12.3,7.27,28.2,62.5,530.7,113.68
118.68,89.21,64.01,6.88,19.7,81.1,731.6,162.77
45.72,71.78,35.9,6.83,20.6,34.0,1321.0,129.08
67.66,47.65,66.89,6.23,28.7,55.0,664.6,116.38
47.94,23.59,20.67,5.62,25.8,78.3,937.6,70.14
37.54,45.22,38.54,7.16,15.3,81.5,895.3,85.96
84.89,35.64,55.97,5.84,28.4,76.5,721.7,113.36
78.48,27.84,34.88,6.24,27.4,48.3,1031.4,111.62
24.3,16.07,19.24,6.7,16.6,60.4,815.3,52.67
42.98,27.66,79.56,6.46,30.0,74.5,227.6,87.62
165.71,48.4,39.7,5.9,25.4,39.2,1258.7,182.13
39.72,24.09,15.18,5.78,19.1,65.7,347.1,54.89
28.03,20.98,5.69,5.75,26.2,73.2,803.3,64.73
37.59,9.72,32.39,7.23,26.9,81.0,953.9,67.86
60.97,62.47,98.26,5.56,33.4,36.7,1117.2,140.94
127.59,44.63,76.48,7.45,29.8,49.8,734.0,144.28
29.25,19.45,13.5,5.9,21.0,62.5,1156.2,75.4
158.02,70.16,43.73,5.72,17.4,72.1,370.8,149.39
129.07,38.53,39.2,6.65,32.1,73.8,1049.5,139.67
41.65,73.54,64.31,5.66,31.9,45.2,1274.2,142.97
43.21,21.23,48.96,6.7,18.5,30.8,1356.3,106.53
67.58,60.61,14.71,7.2,16.2,71.6,953.4,105.62
71.26,128.83,86.61,5.6,29.2,84.5,606.8,173.39
174.62,58.18,45.1,7.1,29.5,77.9,412.4,156.46
145.4,5.37,55.63,6.29,18.5,67.3,649.2,128.12
73.26,24.88,96.56,5.82,28.4,88.7,902.0,124.03
49.14,37.03,16.44,5.85,20.6,56.0,455.2,65.25
186.68,57.55,44.07,7.34,20.2,61.5,1438.3,190.0
118.41,27.39,93.0,5.72,21.5,30.7,1366.3,164.56
67.04,62.84,15.72,7.23,25.4,86.8,242.8,90.1
52.93,63.67,137.4,6.59,31.1,65.0,930.6,167.33
39.34,38.57,25.09,5.58,25.0,53.4,1226.1,107.58
44.76,31.79,26.75,6.43,21.0,32.7,519.0,82.92
103.75,59.59,84.36,7.13,32.7,51.7,881.1,162.55
95.82,41.53,52.45,6.95,16.1,30.2,727.8,112.51
61.98,30.72,96.3,6.48,30.9,49.5,455.5,121.5
132.53,37.66,23.21,7.22,30.7,87.1,999.2,142.27
38.13,29.66,13.72,5.74,20.1,39.3,1491.8,90.22
51.97,22.34,63.09,7.32,19.0,62.7,674.9,84.27
48.92,91.77,52.61,7.19,32.5,41.2,918.1,131.73
48.29,59.13,4.48,6.92,26.2,77.0,626.2,84.45
84.16,52.58,39.25,7.14,15.9,63.7,1340.0,132.61
82.09,90.84,16.37,6.59,32.8,42.1,1324.0,138.9
142.12,56.86,86.73,6.85,22.0,82.0,432.4,159.85
32.57,15.0,63.83,6.62,21.8,77.0,1369.9,107.62
71.66,63.22,24.92,6.21,27.9,87.1,397.0,99.76
207.6,62.81,25.0,6.64,28.2,30.0,324.1,170.43
38.97,29.31,28.42,6.01,22.1,57.4,1048.8,89.68
126.93,79.5,38.57,6.38,17.9,90.0,701.7,146.16
43.42,17.94,32.93,6.06,26.0,78.7,890.0,83.25
122.83,46.03,93.63,5.75,27.5,79.9,1048.3,175.72
